epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,1050.2188720703125,,,,,
0,99,,221.1810760498047,,,,,
0,149,,657.4337768554688,,,,,
0,199,,346.4632263183594,,,,,
0,249,,163.98007202148438,,,,,
0,299,,355.1321716308594,,,,,
0,349,,552.125244140625,,,,,
0,399,,242.7808837890625,,,,,
0,449,,136.47901916503906,,,,,
0,499,,134.82960510253906,,,,,
0,549,,92.55797576904297,,,,,
0,599,,101.2013931274414,,,,,
0,649,,105.2789306640625,,,,,
0,699,,124.01333618164062,,,,,
0,749,,161.93873596191406,,,,,
0,799,,198.7854461669922,,,,,
0,849,,95.1014633178711,,,,,
0,899,,111.24920654296875,,,,,
0,949,,181.40980529785156,,,,,
0,999,,115.9505386352539,,,,,
0,1049,,94.00196075439453,,,,,
0,1063,,,33.81380081176758,250920.265625,44.365848541259766,0.22131821513175964,25.149810791015625
0,1063,227.54115295410156,,,,,,
