epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,332.1936340332031,,,,,
0,99,,217.88323974609375,,,,,
0,149,,222.64366149902344,,,,,
0,199,,220.7927703857422,,,,,
0,249,,152.35247802734375,,,,,
0,299,,142.275634765625,,,,,
0,349,,111.45596313476562,,,,,
0,399,,128.3421173095703,,,,,
0,449,,136.01260375976562,,,,,
0,499,,149.59942626953125,,,,,
0,549,,129.9807891845703,,,,,
0,599,,239.46405029296875,,,,,
0,649,,181.8838348388672,,,,,
0,699,,80.3741226196289,,,,,
0,749,,74.42583465576172,,,,,
0,799,,116.15673065185547,,,,,
0,849,,339.8973388671875,,,,,
0,899,,84.41997528076172,,,,,
0,949,,84.97246551513672,,,,,
0,999,,136.0703887939453,,,,,
0,1049,,94.9745864868164,,,,,
0,1099,,193.6313934326172,,,,,
0,1149,,89.69156646728516,,,,,
0,1199,,95.78247833251953,,,,,
0,1249,,178.29022216796875,,,,,
0,1299,,140.1508026123047,,,,,
0,1349,,124.22359466552734,,,,,
0,1399,,189.4152374267578,,,,,
0,1449,,80.7549057006836,,,,,
0,1499,,111.00814056396484,,,,,
0,1549,,97.35694122314453,,,,,
0,1599,,73.337890625,,,,,
0,1649,,85.30420684814453,,,,,
0,1699,,92.8394775390625,,,,,
0,1749,,157.52781677246094,,,,,
0,1799,,80.18216705322266,,,,,
0,1849,,234.6319122314453,,,,,
0,1899,,79.21597290039062,,,,,
0,1949,,87.7301254272461,,,,,
0,1999,,101.31058502197266,,,,,
0,2049,,155.50440979003906,,,,,
0,2099,,118.4506607055664,,,,,
0,2149,,76.44481658935547,,,,,
0,2199,,98.4505844116211,,,,,
0,2249,,171.89491271972656,,,,,
0,2299,,139.5621795654297,,,,,
0,2349,,148.28009033203125,,,,,
0,2399,,109.4200668334961,,,,,
0,2449,,104.6162109375,,,,,
0,2499,,96.61681365966797,,,,,
0,2549,,102.2005844116211,,,,,
0,2599,,125.45361328125,,,,,
0,2649,,99.37751007080078,,,,,
0,2699,,131.0003662109375,,,,,
0,2749,,82.14693450927734,,,,,
0,2799,,124.5935287475586,,,,,
0,2849,,120.1187515258789,,,,,
0,2899,,88.20309448242188,,,,,
0,2949,,88.06946563720703,,,,,
0,2999,,79.74346923828125,,,,,
0,3049,,70.96560668945312,,,,,
0,3099,,371.8446350097656,,,,,
0,3149,,66.3620834350586,,,,,
0,3199,,68.82514953613281,,,,,
0,3249,,151.33326721191406,,,,,
0,3299,,137.4425811767578,,,,,
0,3349,,113.4677505493164,,,,,
0,3399,,198.7528076171875,,,,,
0,3449,,101.06069946289062,,,,,
0,3499,,68.40939331054688,,,,,
0,3549,,170.1194305419922,,,,,
0,3599,,153.9486083984375,,,,,
0,3649,,85.48394012451172,,,,,
0,3699,,152.829833984375,,,,,
0,3749,,114.4395751953125,,,,,
0,3799,,103.66728973388672,,,,,
0,3849,,157.15338134765625,,,,,
0,3899,,140.20704650878906,,,,,
0,3949,,77.91796875,,,,,
0,3999,,84.9084701538086,,,,,
0,4049,,88.17887115478516,,,,,
0,4099,,77.35602569580078,,,,,
0,4149,,82.6658935546875,,,,,
0,4199,,112.7513656616211,,,,,
0,4249,,121.88580322265625,,,,,
0,4299,,142.85093688964844,,,,,
0,4349,,84.6076889038086,,,,,
0,4399,,173.08189392089844,,,,,
0,4449,,166.66383361816406,,,,,
0,4499,,74.02542877197266,,,,,
0,4549,,234.4901580810547,,,,,
0,4599,,140.46678161621094,,,,,
0,4649,,64.25261688232422,,,,,
0,4699,,72.32962036132812,,,,,
0,4749,,193.2750701904297,,,,,
0,4799,,91.27059173583984,,,,,
0,4849,,147.67823791503906,,,,,
0,4899,,69.78582763671875,,,,,
0,4949,,56.6684455871582,,,,,
0,4999,,49.07145690917969,,,,,
0,5049,,141.88600158691406,,,,,
0,5099,,128.95596313476562,,,,,
0,5149,,100.7747573852539,,,,,
0,5199,,89.63008880615234,,,,,
0,5249,,97.1665267944336,,,,,
0,5299,,100.3017807006836,,,,,
0,5349,,322.7609558105469,,,,,
0,5399,,85.67790985107422,,,,,
0,5449,,271.3331604003906,,,,,
0,5499,,89.287109375,,,,,
0,5549,,153.6617889404297,,,,,
0,5599,,72.4781494140625,,,,,
0,5649,,76.51974487304688,,,,,
0,5699,,96.41133880615234,,,,,
0,5749,,121.11157989501953,,,,,
0,5799,,95.5633316040039,,,,,
0,5849,,90.21466064453125,,,,,
0,5899,,228.7225341796875,,,,,
0,5949,,233.88671875,,,,,
0,5999,,77.37382507324219,,,,,
0,6049,,80.60833740234375,,,,,
0,6099,,94.4471435546875,,,,,
0,6149,,106.61226654052734,,,,,
0,6199,,90.15721893310547,,,,,
0,6249,,134.6614227294922,,,,,
0,6299,,299.5816955566406,,,,,
0,6349,,84.3958969116211,,,,,
0,6399,,152.55799865722656,,,,,
0,6449,,61.73707962036133,,,,,
0,6499,,92.795166015625,,,,,
0,6549,,76.0535659790039,,,,,
0,6599,,78.9885025024414,,,,,
0,6649,,94.69467163085938,,,,,
0,6699,,318.66986083984375,,,,,
0,6749,,228.74220275878906,,,,,
0,6799,,117.8836669921875,,,,,
0,6849,,113.63128662109375,,,,,
0,6899,,245.07391357421875,,,,,
0,6949,,214.84033203125,,,,,
0,6999,,61.01529312133789,,,,,
0,7049,,63.974822998046875,,,,,
0,7099,,65.5631332397461,,,,,
0,7149,,62.99885559082031,,,,,
0,7199,,122.2798843383789,,,,,
0,7249,,65.07340240478516,,,,,
0,7299,,185.82640075683594,,,,,
0,7349,,74.98611450195312,,,,,
0,7399,,109.51253509521484,,,,,
0,7449,,194.8483123779297,,,,,
0,7499,,62.9024658203125,,,,,
0,7549,,56.808841705322266,,,,,
0,7599,,142.10716247558594,,,,,
0,7649,,92.78875732421875,,,,,
0,7699,,200.9331817626953,,,,,
0,7749,,86.87052154541016,,,,,
0,7799,,305.1452331542969,,,,,
0,7849,,223.39154052734375,,,,,
0,7899,,68.03054809570312,,,,,
0,7949,,97.79095458984375,,,,,
0,7982,,,61.89115524291992,31950.466796875,87.89297485351562,0.1355242133140564,44.96653366088867
0,7982,146.43890380859375,,,,,,
1,7999,,85.34466552734375,,,,,
1,8049,,107.72006225585938,,,,,
1,8099,,118.27574920654297,,,,,
1,8149,,319.6169128417969,,,,,
1,8199,,109.73026275634766,,,,,
